Ward,Old Ward,Borough,WardName,1  Total;2001/02,1  Total;2002/03,1  Total;2003/04,1  Total;2004/05,1  Total;2005/06,1  Total;2006/07,1  Total;2007/08,1  Total;2008/09,1  Total;2009/10,1  Total;2010/11,1  Total;2011/12,1  Total;2012/13,1  Total;2013/14,1  Total;2014/15,2  Violence Against The Person;2001/02,2  Violence Against The Person;2002/03,2  Violence Against The Person;2003/04,2  Violence Against The Person;2004/05,2  Violence Against The Person;2005/06,2  Violence Against The Person;2006/07,2  Violence Against The Person;2007/08,2  Violence Against The Person;2008/09,2  Violence Against The Person;2009/10,2  Violence Against The Person;2010/11,2  Violence Against The Person;2011/12,2  Violence Against The Person;2012/13,2  Violence Against The Person;2013/14,2  Violence Against The Person;2014/15,3  Sexual Offences;2001/02,3  Sexual Offences;2002/03,3  Sexual Offences;2003/04,3  Sexual Offences;2004/05,3  Sexual Offences;2005/06,3  Sexual Offences;2006/07,3  Sexual Offences;2007/08,3  Sexual Offences;2008/09,3  Sexual Offences;2009/10,3  Sexual Offences;2010/11,3  Sexual Offences;2011/12,3  Sexual Offences;2012/13,3  Sexual Offences;2013/14,3  Sexual Offences;2014/15,4  Robbery;2001/02,4  Robbery;2002/03,4  Robbery;2003/04,4  Robbery;2004/05,4  Robbery;2005/06,4  Robbery;2006/07,4  Robbery;2007/08,4  Robbery;2008/09,4  Robbery;2009/10,4  Robbery;2010/11,4  Robbery;2011/12,4  Robbery;2012/13,4  Robbery;2013/14,4  Robbery;2014/15,5  Burglary;2001/02,5  Burglary;2002/03,5  Burglary;2003/04,5  Burglary;2004/05,5  Burglary;2005/06,5  Burglary;2006/07,5  Burglary;2007/08,5  Burglary;2008/09,5  Burglary;2009/10,5  Burglary;2010/11,5  Burglary;2011/12,5  Burglary;2012/13,5  Burglary;2013/14,5  Burglary;2014/15,6  Theft And Handling;2001/02,6  Theft And Handling;2002/03,6  Theft And Handling;2003/04,6  Theft And Handling;2004/05,6  Theft And Handling;2005/06,6  Theft And Handling;2006/07,6  Theft And Handling;2007/08,6  Theft And Handling;2008/09,6  Theft And Handling;2009/10,6  Theft And Handling;2010/11,6  Theft And Handling;2011/12,6  Theft And Handling;2012/13,6  Theft And Handling;2013/14,6  Theft And Handling;2014/15,7  Fraud Or Forgery*;2001/02,7  Fraud Or Forgery*;2002/03,7  Fraud Or Forgery*;2003/04,7  Fraud Or Forgery*;2004/05,7  Fraud Or Forgery*;2005/06,7  Fraud Or Forgery*;2006/07,7  Fraud Or Forgery*;2007/08,7  Fraud Or Forgery*;2008/09,7  Fraud Or Forgery*;2009/10,7  Fraud Or Forgery*;2010/11,7  Fraud Or Forgery*;2011/12,7  Fraud Or Forgery*;2012/13,7  Fraud Or Forgery*;2013/14,7  Fraud Or Forgery*;2014/15,8  Criminal Damage;2001/02,8  Criminal Damage;2002/03,8  Criminal Damage;2003/04,8  Criminal Damage;2004/05,8  Criminal Damage;2005/06,8  Criminal Damage;2006/07,8  Criminal Damage;2007/08,8  Criminal Damage;2008/09,8  Criminal Damage;2009/10,8  Criminal Damage;2010/11,8  Criminal Damage;2011/12,8  Criminal Damage;2012/13,8  Criminal Damage;2013/14,8  Criminal Damage;2014/15,9  Drugs;2001/02,9  Drugs;2002/03,9  Drugs;2003/04,9  Drugs;2004/05,9  Drugs;2005/06,9  Drugs;2006/07,9  Drugs;2007/08,9  Drugs;2008/09,9  Drugs;2009/10,9  Drugs;2010/11,9  Drugs;2011/12,9  Drugs;2012/13,9  Drugs;2013/14,9  Drugs;2014/15,10  Other Notifiable Offences;2001/02,10  Other Notifiable Offences;2002/03,10  Other Notifiable Offences;2003/04,10  Other Notifiable Offences;2004/05,10  Other Notifiable Offences;2005/06,10  Other Notifiable Offences;2006/07,10  Other Notifiable Offences;2007/08,10  Other Notifiable Offences;2008/09,10  Other Notifiable Offences;2009/10,10  Other Notifiable Offences;2010/11,10  Other Notifiable Offences;2011/12,10  Other Notifiable Offences;2012/13,10  Other Notifiable Offences;2013/14,10  Other Notifiable Offences;2014/15,Population;2001,Population;2002,Population;2003,Population;2004,Population;2005,Population;2006,Population;2007,Population;2008,Population;2009,Population;2010,Population;2011,Population;2012,Population;2013
E05000372,349,Islington,Highbury East,150.0332352,130.9759547,141.4352071,122.9145066,121.7670379,131.1352567,109.7065879,98.13168874,93.23906319,93.20270505,96.22317597,101.5384615,97.88050734,98.21428571,24.97388662,18.67043847,20.19148734,24.41323405,23.22069096,23.6043462,17.34637387,17.95755487,19.08970393,17.34003815,14.59227468,18.71794872,17.3564753,23.44793057,1.329408413,0.942951438,1.801118589,1.225374682,1.793468001,1.96702885,0.922679461,1.451115545,0.707026072,0.606901335,1.115879828,1.794871795,1.919225634,1.418558077,7.311746273,8.297972654,8.342022941,5.938354228,7.551444214,8.336455601,7.658239528,5.260293851,3.888643394,5.635512398,6.35193133,4.957264957,5.09012016,4.589452603,25.54363308,29.98585573,22.27699308,20.83136959,18.21785917,20.79430498,18.54585717,15.1460185,14.14052143,11.53112537,16.82403433,12.73504274,14.93658211,9.345794393,60.96287152,49.12776992,62.09119348,46.94127627,50.21710402,58.54252529,46.4107769,34.55468892,35.35130358,39.18848621,41.37339056,47.17948718,47.31308411,46.14485981,4.178140727,5.46911834,2.464688596,3.299085682,2.265433264,0.843012364,1.1994833,2.630146925,4.507291206,4.074908965,2.832618026,4.700854701,0.166889186,0,21.93523882,14.427157,19.9071002,16.30690923,16.23560506,12.2705133,11.34895737,9.795029929,7.60053027,8.323218311,7.982832618,5.811965812,6.091455274,7.343124166,1.804197132,2.451673739,2.464688596,2.450749364,1.793468001,3.9340577,5.167004982,9.522945765,7,5,4,5,3,4,2,2,2,2,0,1,1.107215353,1.813894431,1.237295625,1.820704006,0.858369099,0.769230769,1.835781041,2.336448598,10531,10605,10549,10609,10594,10676,10838,11026,11315,11534,11650,11700,11984
E05000373,350,Islington,Highbury West,168.1164269,162.0491803,158.8192242,159.2178771,149.7317766,140.6382814,121.3646953,110.1874134,102.4345752,88.14734267,93.42192691,93.79084967,89.50617284,88.49836231,27.5175644,26.31147541,28.78750915,37.8292099,30.60902493,30.05950081,25.32501691,26.76292569,23.08285975,22.49558244,20.59800664,22.15686275,23.74653565,28.21869489,1.589160254,0.901639344,1.301130357,1.117318436,1.735563269,2.240939649,0.526038927,1.531393568,1.192731355,0.883512301,0.996677741,0.718954248,1.448727639,1.511715797,8.531281365,8.524590164,6.099048548,5.426975259,6.3900284,6.413723824,6.763357631,4.667104208,3.297551393,3.398124235,4.717607973,4.575163399,3.590325019,3.527336861,27.5175644,30.49180328,18.0531837,18.75498803,19.1700852,18.93207635,14.05275419,10.35513746,10.66442153,8.291423134,11.49501661,10.91503268,11.65280927,7.432602671,70.59217129,67.86885246,74.81499553,62.80925778,67.52918902,61.27810834,48.47072969,34.05527602,35.36097664,34.32105478,35.54817276,36.92810458,38.2968002,35.46233308,5.018400803,4.098360656,4.147353013,5.746209098,2.287787946,1.931844525,2.855639889,3.573251659,2.245141374,2.378686965,2.325581395,3.660130719,0,0.062988158,19.48812312,17.54098361,19.11035212,21.46847566,15.06784475,11.43651959,11.12196588,8.386202873,11.92731355,6.728285986,9.302325581,7.124183007,5.542957924,6.991685563,5.18568083,3.852459016,4.553956249,4.948124501,5.601136005,6.954640291,10.97166905,19.03303435,13,8,7,6,4,4,3,2,2,1,1,1,1.277523108,1.823087581,1.824177366,1.359249694,1.661129568,1.437908497,1.322751323,1.385739481,11956,12200,12297,12530,12676,12941,13307,13713,14253,14714,15050,15300,15876
E05000374,351,Islington,Hillrise,106.0046388,106.8971448,121.6875872,117.4517172,111.6504854,121.8090275,81.19733146,80.076595,74.28962684,74.73309609,72.79661017,65.56962025,64.75705844,74.03151674,24.39652951,21.499828,23.44839609,25.86734248,26.03706973,22.17118629,18.87289326,18.27835321,18.65799384,19.48822234,16.52542373,19.66244726,18.0564675,26.51017728,0.859032729,1.375988992,1.481868898,0.961286376,1.235657546,0.794982775,0.877808989,1.305596658,0.941458405,0.762582613,1.440677966,0.843881857,1.559422193,1.969796454,5.154196375,4.643962848,4.09693166,4.456873198,4.854368932,4.328239555,4.037921348,4.00382975,2.995549469,3.47398746,3.559322034,2.784810127,2.298095863,2.051871307,14.00223349,15.82387341,15.60320781,20.18701389,15.26919682,20.4045579,13.16713483,11.66333014,10.44162958,8.218945941,10.76271186,6.582278481,8.207485227,9.274458306,34.70492226,38.87168903,47.59414226,38.36406537,39.71756399,50.17224627,29.31882022,25.24153538,22.59500171,23.0469412,23.13559322,21.60337553,22.65265923,20.60078792,2.319388369,2.665978672,2.70223152,4.80643188,2.118270079,2.031622648,0.79002809,1.827835321,5.135227662,6.015929503,3.728813559,3.966244726,0.082074852,0,22.33485096,19.52184383,23.62273361,20.88613126,18.97616946,18.54959809,9.568117978,11.75036992,8.301951387,8.13421454,7.372881356,6.160337553,8.043335522,9.438608011,1.288549094,1.28998968,1.917712692,1.136065717,2.912621359,2.914936843,4.037921348,5.048307076,4,4,4,2,3,3,1,1,1,1,1,0,0.526685393,0.957437549,1.027045532,1.355702423,1.779661017,1.603375527,0.73867367,1.231122784,11641,11628,11472,11443,11330,11321,11392,11489,11684,11802,11800,11850,12184
E05000375,352,Islington,Holloway,167.712145,149.3070317,180.5427203,160.6306972,147.5701464,135.8005208,103.8990826,99.12773507,109.1347176,97.54429168,87.6,88.16993464,84.3289273,83.31215048,26.39832723,25.1679279,29.99243888,34.90186417,31.69725883,28.01230963,18.65443425,22.10230633,23.81121111,26.13037827,20.2,20.32679739,21.16166751,23.2587697,1.132601499,1.360428535,2.604385449,2.874271167,1.617207083,1.42034246,1.146788991,1.034890597,1.063000496,0.957657843,1.2,0.784313725,1.14387392,1.14387392,6.795608991,6.377008758,5.796857935,4.763077934,5.8219455,5.760277756,4.892966361,5.100532229,5.31500248,4.651480949,5.6,4.640522876,3.177427555,2.986781901,22.47778359,19.72621376,17.81063597,17.16350497,18.19357969,17.83318867,17.66055046,11.6794796,12.25993905,10.26061974,11.4,9.673202614,9.913573971,8.197763091,70.04704652,59.51874841,79.89582458,64.54791821,58.62375677,57.60277756,38.76146789,30.67711413,41.88221955,32.21834599,32.66666667,35.75163399,36.98525674,33.99847483,7.405471336,5.44171414,3.024447618,2.299416934,1.698067438,2.367237434,0.993883792,1.774098167,2.126000992,3.009781791,1.8,2.222222222,0.063548551,0.063548551,28.05366789,26.27327608,33.5209611,28.00361337,22.15573704,17.12301744,14.44954128,13.67534004,12.96860605,10.67104453,8.066666667,6.993464052,6.926792069,7.625826131,4.007666841,3.401071337,6.216920104,4.4345898,6.549688688,4.497751124,6.039755352,11.60555884,9,8,5,6,4,5,1,2,2,2,1,1,1.29969419,1.478415139,0.921267097,1.162870237,1.733333333,1.307189542,1.080325369,1.461616675,11478,11761,11903,12177,12367,12673,13080,13528,14111,14619,15000,15300,15736
E05000376,353,Islington,Junction,177.5650289,196.7654987,179.4825403,172.9885575,152.2053507,146.797233,135.9042553,140.7000087,128.7381784,121.1588378,106.9709544,113.3606557,99.85734665,115.5492154,27.90823699,36.47798742,33.20065135,40.18380034,37.59942155,34.31856976,29.60992908,36.1351139,31.77984153,33.49242234,26.22406639,28.85245902,28.13441116,34.95007133,0.722543353,1.707097934,1.176044871,2.252455176,1.898047722,1.617105381,1.861702128,1.309243257,1.618812303,1.674621117,1.410788382,2.295081967,1.347281661,1.743540973,10.74783237,9.883198562,7.237199204,8.108838634,9.942154736,8.624562034,9.042553191,6.284367636,6.560449859,6.196098133,6.058091286,4.590163934,4.517356158,3.724837534,24.92774566,25.51662174,21.44020264,27.57005136,18.5285611,19.85446052,17.55319149,19.20223444,15.67691914,12.81085154,11.0373444,13.1147541,13.23506102,14.74084641,77.6734104,81.76100629,79.79012122,64.51031624,56.12798265,58.21579373,52.12765957,52.02059876,44.13393542,46.21954283,43.73443983,46.31147541,40.33919797,45.41131717,5.87066474,7.457322552,6.061154333,4.504910352,2.349963847,2.964693199,2.570921986,2.094789212,3.152423958,2.846855899,1.659751037,3.852459016,0.237755587,0.396259312,24.92774566,25.06738544,25.51112719,20.00180196,20.78814172,14.823466,15.24822695,14.48895872,16.86972821,10.0477267,9.460580913,8.360655738,7.687430655,8.796956728,2.709537572,6.648697215,3.528134612,4.144517524,4.248011569,5.210672896,6.914893617,7.331762241,8,6,6,4,3,4,2,2,2,2,1,1,0.975177305,1.83294056,0.852006475,1.590890061,1.493775934,1.803278689,1.585037248,1.822792836,11072,11130,11054,11099,11064,11131,11280,11457,11737,11943,12050,12200,12618
E05000377,354,Islington,Mildmay,154.2507329,151.8651608,174.8882778,128.329918,136.1073137,126.9908506,101.3924789,94.66098919,91.93111147,90.89488081,90.27027027,98.53846154,85.28816608,92.33305853,23.3660976,27.29295003,29.82124441,30.31079235,31.61312372,25.58454761,19.84490953,21.2905339,21.04927444,18.75732708,19.30501931,18.92307692,16.48804617,25.03185191,0.948439386,1.112251882,1.718803713,1.109972678,1.879699248,1.101321586,1.250729592,0.818866689,0.956785202,1.328644002,1.158301158,0.461538462,1.274076295,2.323315596,10.7777203,7.871321013,10.22688209,6.915983607,6.920710868,7.963402237,6.920703744,6.960366852,4.943390209,4.7674873,6.486486486,7,3.822228884,5.695870494,22.6763235,28.74743326,26.72739773,20.23565574,20.67669173,18.80718401,17.76036021,15.96790043,14.75043853,10.39468542,14.20849421,9.692307692,12.81570861,10.11766469,61.21745128,55.52703628,70.38501203,44.22814208,49.7265892,53.37173839,33.68631702,29.31542745,29.42114495,34.07581086,32.58687259,43.07692308,38.74690849,36.87326688,3.362648733,2.481177276,3.007906497,2.903005464,1.708817498,1.016604541,1.334111565,1.555846708,2.391963004,3.751465416,2.084942085,2.692307692,0.149891329,0,25.78030695,24.29842574,26.46957717,19.72336066,19.48051948,14.6560488,12.67405987,9.416966918,9.169191517,10.16021884,8.416988417,8.384615385,5.695870494,7.794349097,4.138644594,2.994524298,3.953248539,2.219945355,2.904989747,3.473398848,7.170849662,8.024893547,8,6,5,7,5,3,2,2,3,1,1,1,0.750437755,1.310186702,1.275713602,1.328644002,0.772200772,1.307692308,1.274076295,1.349021959,11598,11688,11636,11712,11704,11804,11993,12212,12542,12795,12950,13000,13343
E05000378,355,Islington,St George's,149.0161784,131.3728902,133.3566985,138.7676732,125.3940455,131.5285515,110.9106529,95.26226734,103.8242339,99.53722497,89.11290323,76.09561753,71.96646223,76.54685195,20.46348929,21.40247085,20.06483834,29.84814104,28.02101576,23.58983287,23.28178694,20.642978,22.46634179,23.21993992,19.03225806,17.29083665,16.30308206,24.53225681,0.961958898,1.479032539,0.700955051,1.83278059,1.576182137,0.957520891,1.4604811,1.438240271,0.908565293,1.217829017,1.612903226,0.876494024,1.242139585,1.552674482,8.832531701,8.700191404,6.483834224,5.236515971,8.056042032,6.180362117,5.154639175,3.891708968,4.460229619,4.465373062,3.790322581,3.74501992,2.406645447,3.648785032,24.39877569,17.31338089,18.57530886,20.16058649,15.49912434,23.85097493,17.95532646,13.28257191,12.05913934,14.6951368,13.87096774,10.75697211,8.694977098,8.462075926,59.64145168,52.20114843,61.42118637,54.54704137,46.49737303,54.14345404,41.58075601,32.65651438,38.40753283,31.50117723,33.87096774,30.27888446,33.61540253,26.08493129,4.285089637,5.133112928,1.314290721,2.181881655,2.014010508,2.002089136,1.030927835,1.692047377,1.89972743,1.704960624,1.612903226,2.390438247,0,0.232901172,23.78662003,19.40142683,20.15245772,20.24786176,19.08931699,15.92966574,12.45704467,11.50592217,15.03262575,13.72087359,8.387096774,5.737051793,5.900163031,6.987035168,4.547442064,3.915086132,2.365723298,3.578285914,3.50262697,4.004178273,7.130584192,8.883248731,7,7,5,3,2,3,2,2,2,1,1,1,0.859106529,1.269035533,1.156355827,1.704960624,1.532258065,1.752988048,1.475040758,1.785575654,11435,11494,11413,11458,11420,11488,11640,11820,12107,12317,12400,12550,12881
E05000379,356,Islington,St Mary's,385.1231985,410.6481481,429.3980401,417.2327161,425.5279387,389.2143189,328.1895839,288.8184699,270.5715803,264.0376077,243.9655172,237.4468085,200.6086527,192.219115,49.09344491,55.55555556,54.2230518,75.928166,65.87553728,68.43328684,48.4063562,50.88275238,49.63723235,46.13911378,33.53448276,38.55319149,37.67066952,45.23770357,2.510460251,2.962962963,1.773215119,1.302689123,1.962250047,2.417480242,1.285937356,1.629696695,1.238718811,1.654043702,1.551724138,1.787234043,1.398256292,1.809508143,9.948860995,13.51851852,10.07932804,7.257839397,9.063726406,8.647140865,9.093414164,5.522861023,4.247035923,5.136240968,7.327586207,7.14893617,5.428524428,5.017272578,31.79916318,27.96296296,22.6784881,22.23876431,21.95851243,22.0362622,19.19720768,15.93481213,16.36878429,14.18995386,12.15517241,10.21276596,15.29856884,9.623293305,221.8503022,243.6111111,271.0219319,244.2542105,271.4445898,231.9851232,203.0862497,159.7102761,151.7430543,154.087229,152.6724138,149.0212766,119.2630367,108.1592367,19.24686192,22.03703704,17.54549697,18.88899228,8.503083536,8.740120874,6.154128777,7.69578995,7.963192355,8.87960303,7.672413793,6.723404255,0,0,40.07438401,33.05555556,37.05086328,34.24211408,33.45169127,24.45374245,22.68760908,17.65504753,15.04158556,16.80160181,15.86206897,11.91489362,9.376542194,12.58430663,6.880520688,7.222222222,10.73261783,8.188331627,10.46533358,20.36262204,15.70680628,26.43730195,21,14,11,10,10,7,4,5,4,5,3,2,2.571874713,3.349932096,3.362236772,2.872812745,2.155172414,1.957446809,2.138509623,3.207764435,10755,10800,10715,10747,10702,10755,10887,11045,11302,11487,11600,11750,12158
E05000380,357,Islington,St Peter's,174.8814742,187.778769,195.5875732,189.2815394,204.2864894,208.8328076,181.7371143,161.5601338,168.3040331,148.3651805,146.7510549,153.6363636,121.6462208,127.1072418,24.42078898,29.25958965,29.71634399,31.47198993,37.07722916,30.9148265,26.03887997,28.52614897,30.42054464,29.72399151,24.21940928,23.30578512,22.39810051,31.34151167,2.325789427,1.248884924,1.530841963,1.168959626,1.085187195,1.081568274,1.070090958,0.968480366,1.120303344,0.93418259,1.181434599,0.991735537,0.712307083,1.345468935,6.172287324,8.831400535,9.185051778,6.474237928,6.9632845,9.914375845,6.866416979,7.483711921,5.342985178,5.774946921,8.691983122,8.26446281,4.511278195,4.273842501,21.2899186,25.42372881,22.78253039,20.41183347,19.44293724,23.88463272,23.00695559,13.11850678,16.54601861,13.67303609,14.17721519,8.595041322,10.60546102,11.15947764,80.95536273,85.01338091,97.523638,90.0098912,101.8267318,108.6976115,92.11699661,77.39038563,83.24715615,71.59235669,78.48101266,90.24793388,66.40284923,64.42421844,10.28714554,8.474576271,8.734804142,7.37343764,2.803400253,2.253267237,1.872659176,2.817397429,3.01620131,2.632696391,1.94092827,4.380165289,0.079145231,0,26.20985777,23.72881356,21.43178748,23.1094326,25.77319588,24.15502479,22.73943285,16.64025357,14.13305757,14.69214437,8.860759494,7.355371901,8.151958844,7.756232687,1.431255032,3.211418376,3.692030617,7.37343764,7.777174896,7.480847228,7.133939718,12.94241944,11,7,8,9,7,5,2,3,1,2,2,0,0.891742465,1.672829724,3.01620131,1.86836518,1.434599156,1.157024793,1.978630787,1.345468935,11179,11210,11105,11121,11058,11095,11214,11358,11604,11775,11850,12100,12635
E05000381,358,Islington,Tollington,118.5231638,130.077483,143.1848746,149.4107411,133.5829218,131.9554849,108.9147897,113.4381813,101.5034725,93.01800105,91.35338346,86.66666667,76.82802733,86.42244512,22.88939406,25.35806527,30.21912823,39.38938543,32.81822527,29.88871224,23.46826272,24.36935534,25.18507212,26.36137682,22.33082707,23.74531835,22.45965983,27.69297863,0.94066003,2.034906473,1.977691638,1.502807878,0.398279433,1.033386328,1.49629863,1.557147306,1.602686408,1.50636439,0.827067669,1.048689139,1.308329699,2.325919465,5.565571843,4.382875479,5.853967249,3.559281816,4.540385534,7.154213037,6.378957316,6.46216132,4.19751202,3.539956315,5.714285714,3.445692884,2.398604448,2.398604448,23.51650074,21.60131486,18.3529784,23.72854544,19.19706866,19.87281399,17.876831,17.98505139,15.03472487,12.42750621,13.60902256,9.588014981,9.73978776,12.64718709,38.48867289,44.68967676,53.2394589,47.77347149,47.4749084,49.12559618,37.01370295,26.86079103,28.08517133,31.10642464,30.15037594,32.13483146,28.34714348,25.43974415,4.860076821,4.539406746,5.062890594,3.954757573,1.035526525,1.112877583,1.338793511,1.946434133,1.907960009,1.129773292,2.105263158,2.097378277,0.072684983,0.145369967,18.34287058,21.83611176,24.60248398,24.59859211,22.38330413,17.56756757,14.88423374,17.59576456,12.89780966,10.16795963,8.721804511,8.014981273,7.413868295,10.75737753,2.508426746,3.991547312,2.135906969,3.638376967,4.540385534,5.087440382,5.985194519,15.18218623,11,5,6,5,4,4,1,2,2,1,1,1,0.472515357,1.479289941,1.907960009,1.355727951,1.578947368,1.423220974,1.453699666,1.235644716,12757,12777,12641,12643,12554,12580,12698,12844,13103,13277,13300,13350,13758
E05000382,0,Kensington and Chelsea,Abingdon,125.9267335,146.7056151,133.3545175,127.9322104,106.2304352,102.5693312,120.5004615,108.6184144,90.89986811,101.3922518,91.85929648,83.15270936,77.891846,83.17031536,12.53815962,10.92718814,13.6638068,12.91722641,14.13713016,14.27406199,17.94687724,14.6178053,12.8842447,12.40920097,11.65829146,10.54187192,9.344865295,0,0.981247274,1.298279779,0.529604915,1.343391547,0.807836009,0.203915171,0.615321505,0.710587758,1.217408948,0.403551251,0.703517588,0.689655172,0.994134606,0,2.834714348,2.596559559,1.694735727,2.170094037,2.221549026,2.039151713,2.256178853,1.624200589,2.33336715,2.118644068,1.306532663,1.379310345,1.78944229,0,14.82773659,13.74012766,12.60459697,10.85047019,10.09795012,11.21533442,9.947697672,9.440665922,9.232017855,8.878127522,6.130653266,8.078817734,7.157769162,0,67.3789795,86.11922536,78.16968541,77.81337191,62.10239321,59.54323002,67.58281202,58.06517105,48.29055494,54.88297014,59.09547739,47.38916256,50.80027836,0,14.06454427,18.06772693,10.48617731,9.817092074,5.856811067,4.078303426,7.896625987,10.7603289,6.289946231,9.88700565,4.824120603,5.812807882,0,0,10.13955517,10.92718814,12.92235992,8.577038338,7.775421589,7.035073409,5.640447134,4.568064156,3.347874607,4.741727199,3.316582915,4.827586207,3.38005766,0,1.962494549,1.839229687,2.753945557,2.790120905,2.62546703,3.466557912,7.588965234,7.511927723,5,8,4,4,3,0,1,1,1,2,1,1,1.025535842,1.319662978,1.826113422,0.504439064,0.502512563,0.39408867,1.391788448,0,9172,9243,9441,9677,9903,9808,9751,9851,9857,9912,9950,10150,10059
E05000383,0,Kensington and Chelsea,Brompton,252.0169851,260.8323526,261.67429,260.1960164,250.1045588,254.1537142,271.7819615,238.6713594,263.7509762,289.527027,315.1136364,296.4971751,179.7606325,185.4774111,15.18046709,20.00641917,17.12583768,18.23163663,23.83939774,25.29745953,24.08056042,22.32732072,22.76023653,22.18468468,23.86363636,19.3220339,16.6801807,0,1.27388535,2.460682572,2.021061589,3.372325851,3.450439147,1.715082002,0.656742557,1.209854817,1.45040723,1.351351351,1.136363636,2.372881356,1.505849647,0,5.095541401,4.707392746,2.659291565,3.899251765,5.646173149,4.823668132,3.064798599,2.199736032,2.008256164,4.054054054,2.840909091,5.310734463,3.706706823,0,24.73460722,20.75532256,15.95574939,20.23395511,19.02969469,17.15082002,17.18476357,18.25780906,12.16110677,17.11711712,14.88636364,16.83615819,14.01598517,0,156.6878981,170.3220285,174.1304117,169.0378333,159.9749059,170.3290814,193.0823117,160.6907171,173.9372978,194.7072072,233.75,208.2485876,130.6614155,0,32.59023355,22.78806034,32.1242421,27.82168827,18.08866583,17.79397577,13.90105079,9.788825341,20.64041058,20.94594595,19.31818182,23.27683616,0.115834588,0,12.7388535,13.69423344,12.33911286,12.01391084,12.44249268,9.218565763,9.30385289,7.919049714,12.27267656,7.995495495,7.840909091,6.892655367,4.170045175,0,1.27388535,2.995613566,3.084778215,3.372325851,5.227938101,4.716475506,8.318739054,12.86845579,15,14,10,13,6,0,2,3,2,2,2,3,2.189141856,3.409590849,3.681802968,7.094594595,1.25,1.694915254,2.432526352,0,9420,9347,9401,9489,9564,9329,9136,9092,8963,8880,8800,8850,8633
E05000384,0,Kensington and Chelsea,Campden,172.1854305,194.1055683,160.2724991,160.2828521,126.7163137,134.0377538,150.3197008,143.5637592,132.7325865,149.9510763,146.0122699,153.006135,124.3865257,124.7167554,13.84708007,14.37371663,13.14688658,15.55686506,12.9159879,10.92247418,19.30269031,16.16600314,18.75304433,13.57632094,13.25153374,12.88343558,12.57071025,0,0.60204696,0.483150139,0.239034301,1.532115498,0.698161508,1.187225454,1.447701773,0.241283629,0.24354603,0.366927593,0.613496933,0.613496933,1.508485229,0,5.538832029,2.415750695,3.585514521,2.357100766,3.258087037,3.324231272,3.498612619,2.895403547,3.166098393,1.834637965,3.680981595,3.312883436,2.011313639,0,16.73690548,13.40741635,13.26640373,16.85327048,12.10146614,10.21013891,9.771986971,10.13391241,10.71602533,7.460861057,10.9202454,10.55214724,12.94783155,0,107.6459964,132.5039256,106.6092984,104.537419,80.63765418,88.56701888,90.60200265,79.02038847,73.79444715,91.12035225,92.7607362,106.5030675,84.85229415,0,13.4858519,11.95796594,7.888131947,7.071302298,5.119851059,4.39273418,4.584388949,5.308239836,6.69751583,9.540117417,6.748466258,7.239263804,0.125707102,0,11.19807345,15.21922938,9.680889208,8.839127873,8.959739353,8.904190906,7.841717939,8.92749427,5.601558695,7.583170254,6.257668712,6.134969325,5.531112508,0,1.685731487,2.898900833,4.063583124,2.357100766,2.210844775,5.69868218,12.30546507,19.54397394,12,16,11,5,4,0,1,1,2,1,1,1,0.965134516,1.327059959,1.704822211,2.690802348,0.613496933,0.490797546,0.879949717,0,8305,8279,8367,8485,8594,8423,8289,8289,8212,8176,8150,8150,7955
E05000385,0,Kensington and Chelsea,Colville,211.4784779,209.9763652,208.5882065,196.882494,205.4842886,197.8756415,195.2983725,215.1246405,190.8828482,199.8558732,193.6526946,200.8383234,169.5268284,172.2007868,25.57704304,30.84960816,31.56349401,32.73381295,29.89290338,34.25229741,30.37974684,33.91658677,29.9494828,25.7026183,28.38323353,27.30538922,23.69842829,0,1.247660636,1.492722975,2.202104233,1.438848921,0.353065788,1.312805824,0.723327306,1.078619367,0.721674284,1.801585395,1.437125749,1.317365269,1.350687623,0,11.60324392,6.592859808,7.095669195,8.033573141,8.355890314,8.115526913,8.438818565,6.711409396,7.096463796,6.245496037,13.41317365,9.820359281,6.753438114,0,24.57891454,15.54919766,17.37215562,17.62589928,16.59409203,13.60544218,8.800482218,11.38542665,11.54678855,13.21162623,10.41916168,12.09580838,13.13850688,0,103.5558328,116.1836049,110.7169073,106.7146283,108.9796399,109.9176513,98.25195901,106.903164,100.0721674,110.9776603,110.2994012,120,102.7750491,0,10.72988147,12.68814529,8.808416932,5.1558753,4.001412263,1.909535744,3.254972875,3.595397891,3.608371422,3.483065097,3.233532934,5.02994012,0.245579568,0,22.70742358,19.03221794,19.08490335,14.38848921,16.71178063,13.48609619,11.81434599,12.22435283,12.99013712,10.3290896,10.77844311,9.820359281,6.507858546,0,10.48034934,5.846498321,8.686077808,8.393285372,19.41861834,13.48609619,31.82640145,36.1936721,23,26,15,14,13,0,1,2,3,2,1,2,1.808318264,3.116011505,1.924464758,1.921691088,1.077844311,1.077844311,1.719056974,0,8015,8039,8174,8340,8497,8379,8295,8344,8314,8326,8350,8350,8144
